text,sentiment_score,lang
#tvduell Seehofers Quatsch kann selbst Merkel nicht verteidigen..,0,de
"Hoy con nuevos retos, ya no falta nada de nada para el GRAN día",1,es
"Nivel de inglés Sra @user ? Alto. Traduzca juguete. Toy. Úselo en una oración. Toy triste. Awww, vengache pa' acá",2,es
@user @user rechts oben steht was. Direkt neben einem schönem Fernsehsender Logo.,1,de
Fiquei feliz pelo Fernando ❤️ #MasterChefBR,2,pt
"@user #Venezuelan 😷President Nicolas Maduro called Cuban Raul, expresses solidarity with Cuban ppl following death of #FidelCastro. ",1,en
"Nacht.KRAFt: in 22, 2013 at 08!SOSOSOSOSO GUT!",2,de
"UnitiNellaPreghiera! RT @user: un caffè, un dolce in forno, una canzone, un'amica vera...e passa tutto. #adoroillunedì http",2,it
"@user sbraitava e capisco che si tratta della Persona che ha vinto l'ultimo Sanremo.TI RENDI CONTO?Xchè èStataPremiataUna\""cosa\""cosi!?",0,it
RT @user: @user http,1,de
Trump aides mull asking Romney for APOLOGY so he can be sec. of state ,1,en
Fin'ora ha nevicato pochissimo... Quanto scommettiamo che ora che sto andando al bar con gli amici inizia a nevicare forte?,0,it
@user Jep! Für mich auch bitte! Guten Morgen! :-),2,de
"Schwarzenegger : ""Le changement climatique n'est pas une fiction"" @user #Road2Paris2015 http",1,fr
Un premier village des alternatives écologiques et sociales s’installe en Ile-de-France #Alternaniba http via@Bastamag,1,fr
"""Ana Luiza deu uma despirocada"" #MasterChefBR KKKKKKKKKKKKKK",0,pt
"Neue Liebe gefunden, ach sind die Toll &lt;3 #exciting #Diva #justlikeadiva #JLAD #goodnes #girl #shoes @… http",2,de
Consolidados - SBT (16/05):  #TheNoite 3.9 #SBTNotícias I 2.8 #SBTNotícias II 3.1,1,pt
#TheNoite @user tô fazendo acumpuntura junto com a placa mio relaxante odontológicaAcumpuntura está associada à várias disciplinas,1,pt
"governo monti con gianni letta, pd perplesso. Ma che vogliono? Non esagerate sennò ci mettiamo @user",0,it
@user oh c:,2,it
Le Rouge passe au Vert ! “@french_ruvr: RE L’#énergie verte en #Russie grâce à la #Chine http http,1,fr
Consolidados - GLOBO (08/05):  #BDSP 10.5 #BomDiaBrasil 10.3 #MaisVocê 8.0 #BemEstar 7.5 #Encontro 6.9 #SP1 12.2 #GloboEsporte 12.0,1,pt
"Des tuiles à double énergie naturelle, pour le double de la consommation d'une maison... http",1,fr
Alle 4 devo cominciare a studiare T__T E devo anche fare la spesa D:,0,it
"@user @user hoy tocaba ir al del oeste, por cambiar. Sí, el cambio es a mejor",2,es
Mit dem Texte schreiben Geld verdienen ★ Geld verdienen mit Blogs ★ http #geld #verdienen #backlinks,1,de
A @user  ta me representando hj  @MChefVitorB tá me amando do coração #MasterChefBR,2,pt
"Bienvenido #Septiembre mes que marca como un nuevo comienzo de año, muchos objetivos por cumplir, con una gran sonrisa  #FelizJueves",2,es
@user das echt super lief!! Diepe respect!!,2,de
Weniger als 2 Stunden geschlafen in diesem Sinne guten Morgen,0,de
"eins, zwei, drei, vier, fünf, sechs, sieben, neun, zehn wenn man die zahlen einfach mal so achtlos dahersagt..",1,de
[#LoiRoyal] Article 23 adopté ! Il permet une meilleure intégration des énergies renouvelables dans les marchés de l’électricité #DirectAN,2,fr
Hoy para volver a casa toca @user que no hay que perder las buenas costumbres,2,es
Endlich! Uli Hoeness schlägt zurück. #steueraffäre #stern #vorverurteilung #informant http,2,de
"@user @user ¡Permiso ninguno, por favor! La foto es de Miquel, y yo encantado de poder verla en mi timeline",2,es
Giustificare le colpe della politica addossando la responsabilita' a #Grillo e all' #antipolitica ...un #erroredrammatico,0,it
Os votos de hoje serão contatos por socos na Miriam e no Leonardo. #MasterChefBR,1,pt
Welp glad i listened to my instincts and started Romo ...we'll see how he does tonight though ,2,en
this one will be the best yet! #MTVStars The Vamps ,2,en
@user ci spero anche io :-) #labuonascuola,2,it
Que me dejen de llegar correos de la universidad cuando estoy en el pueblo POR FAVOR,0,es
"""Gratitude is a flower that blooms in noble souls.""POPE FRANCIS ",2,en
Eu vou torcer pra metade da repescagem desse jeito #MasterChefBR,1,pt
Os Homens do Brasil usa o QE(em vez do QI) mais do q os homens de PAÍSES RICOS ?  #ForçaVictor #SegundaDetremuraSDV #Encontro Paulão e Breno,1,pt
@user = Unbeschreibbar &lt;3 Kein Witz! :D,2,de
En France l'écologie est un vœu pieux pour un président un peu vieux,2,fr
Es bueno aclarar las cosas,1,es
nunca passei tanto nervoso como hoje #MasterChefBR,0,pt
@user @user esperamos los nuevos capítulos,1,es
"RT @user: Wer ranted, das die Piratenpartei blöde Liste aber gutes Programm hat, sollte mit Kandidatenantworten vergleichen http",1,de
Governo Monti: l' impossibile lo stiamo facendo per i miracoli ci stiamo attrezzando,2,it
"""Meine Damen, meine Herren... bitte beachten Sie: dieser Zug wird in Hamm getrennt. Der vordere Zugteil mit den Wagen 21-27..."" HILFE?",1,de
@user @user belin tardi ... Alla prox gelato al pistacchio:-),2,it
@user To extend the first one a bit further out: Lenny Kravitz's 1st cousin once-removed is Al Roker of the Today Show. ,1,en
"PayinTech, un écosystème technologique de paiement et de services: La ""Start-up de la semaine"", rubrique lancée par… http",1,fr
@user me ha pasado algo similar te entiendo cariño,1,es
"RT @user: Habe gehört FRau #Merkel bricht schon ihre Wahlversprechen:Strom wird teurer, Abgasnormen werden erhöht, Lobbyspenden werd…",0,de
David Price should not have been pitching in the 8th. They can't get a 6-outs from the bullpen? Yankees - Jays ,1,en
Es tan feo y sin sabor.,0,es
Peeeeeero que necesidad hay para que tanto problema. JAJAJA,1,es
c'est quoid l'écologique c'est de prendre soin de la nature et de faire tu recyclage ne pas laisser les lumière allumer faire du tris,2,fr
"tausche großen, gut erzogenen penis gegen kopfschuss",1,de
"Progression des énergies renouvelables dans le monde, mais insuffisante http",0,fr
"""With or without you"" und Mann zerrt mich auf seine Bühne. Liegen nebeneinander, spüren unseren Herzschlag, lieben uns.",2,de
Des onduleurs Ingeteam pour les 50.000 panneaux solaires de Besse-sur-Issole (Var) http,1,fr
@user estas finisimo esta tarde vete a hacer tests,1,es
Ue: in Italia dispersione scolastica record il 17% si ferma alle medie E il governo taglia ancora i fondi #labuonascuola,0,it
Pochettino should have started Alli. He'll probably do a Kane and keep him on the bench till November. Might be too late for him this term ,1,en
"@user gracias, preciosa!! #FF para ti por tu aportación y generosidad",2,es
Zweifel an bayerischen Gerichten: Mollath erhält Hilfe aus Karlsruhe http #szpolitik,1,de
Hoy vi unas florecitas muy hermosas color lavanda !!! Y no pude recogerlas porque iba en el carro QUE IMPOTENCIA !!!!,0,es
"""I am really missing Hockey on Sat Nights, really board with nothing on TV end this strike soon PLEASE NHL!!! #NHL"" ",0,en
"Yo, if you paid $57-$77 to go see Eric Church at the State Fair...may the Lord have mercy on your souls. ",0,en
Mit dem Texte schreiben Geld verdienen| Geld verdienen mit Blogs und der Webseite http | #geld #verdienen #backlinks,1,de
@user @user after hearing the 3-11 day news and another! Overtime the rest of the year! Plus Mexico in January!! I'm ready guys!!! ,2,en
Carlos Alberto de Nóbrega falando sobre os 30 anos dele na Praça é nossa no #TheNoite tá muito legal,2,pt
"@user Ah! ""Künstlerische Freiheit""! http",2,de
Friday night footy with the mozzie's. So much fun!! ,2,en
"A música do Nabby Clifford é um pedido de liberdade  ""Dignidade sem escravidão"" ""Brasil é liberdade"" #Encontro",2,pt
Dour - Quiévrain - Hensies: les éoliennes en sourdine:                   Les éoliennes de Dour-Quiévrain seron... http,1,fr
@user @user Das doch super! Und was macht ihr gegen Terror?,0,de
L'Arctique attise les convoitises européennes http,0,fr
"@user la del mio peor, tengo que andar con dos telefonoa para poder revisar tw, fb e ig",0,es
"@user meiner nicht.. -.- Warte noch darauf, dass meine Tutorien ausgelost werden und die Chancen werden immer schlechter.. -.-",0,de
"La neige noire, nouveau témoin du #réchauffementclimatique http via @user #environnement #planèteendanger",0,fr
#Paris face au #changementclimatique : du nouveau?  http http,2,fr
"@user agit avec la @user pour la #biodiversité dans le Lot : dispositifs sur lignes électriques, actions de sensibilisation",1,fr
Tomorrow morning on Good Morning America... Hulk Hogan ...I cannot say enough about this guy and what he has done for so many. ,1,en
Me iré a dormir sabiendo que la única app de manga con la que leo no tiene actualizado ons,0,es
Ich kann dir auch gerne wieder entfolgen \o Dann nicht.,0,de
alberto que tal por punta?,1,es
@user unachtsam *seufz*,0,de
http Lenovo stellt handliches 8 Zoll Tablet mit Windows 8.1 vor http,1,de
"giornalisti italiani, smettetela con queste domande veramente scomode e impertinenti a mario #monti",0,it
Ihr möchtet auch ins Musikbusiness einsteigen? tape.tv sucht aktuell Verstärkung. Nette Kollegen garantiert :)... http,2,de
Qualcuno ha il link della puntata di icarly?,1,it
Vuoi trascorrere una serata elegante e raffinata in compagnia abbandonandoti ai piaceri della buona cucina... http,1,it
Might just watch the 3rd season of American Horror Story tonight ,1,en
...il progetto di Mario Monti sui giovani è simile a quello di Erode a Betlemme...,0,it
"""We are going to take 1st place, keep voting!! #MTVStars Lady Gaga ",1,en
"""95 Prozent machen nicht richtig mit"" http",0,de
Pues así de mis sueños grandes es irme a Inglaterra,2,es
Caiu uma lágrima aqui nessa cena de A Favorita Nelson Xavier ficará pra sempre em nossa memória #VideoShowAoVivo,2,pt
"C'est la rentrée. Pour l'occasion, prenons de bonnes résolutions. Pour 1 #énergie issue du #renouvelable et - chère &gt; http",2,fr
@user pero yo te kiero,2,es
"@user Der hat mich vor Monaten geaddet und angeschrieben, meinte, er findet ihn HM nie Freunde bla bla :D",2,de
RT @user: #rt seguimi e ti seguo in più ti voto il profilo in: 🌕perfetto 🌔bellissimo 🌓bello 🌒carino 🌑consiglio:cambialo x7,1,it
La operación de Carmen me tiene muy triste,0,es
"#Ecologie : Désolé @user mais le biocarburant, c'est de la merde. http",0,fr
🤖 m caes mu bn y soy borde xq lo unico q m dices son cosas d q soy mu baja,0,es
@user Muchaas!! Y algunas muy bonitaas! Pero es verdad que se tiende a interpretar los 40 principales..,1,es
@user filigran war jetzt nie so der Stil grüner Politik... ;-),2,de
@user buen duo con Manolo B. En cuatro linda cancion. . como tantas de mar de copas q estan en el soundtrack de mi vida.,2,es
Exclusif : Sarkozy pourrait être la cause du réchauffement de la planète,1,fr
Tot sein wär heute schöner als draussen zu sein.,0,de
Chegou visita: abre umas latas de ervilha!!! Meu Deus!! #MasterChefBR,0,pt
Hace tres días que entre a @user y hoy me he pegado el segundo clip  1080 desde lo alto del ala del caza http,2,es
#Produits #BTP #Bâtiment Lacampagne et Locatlas se penchent sur le traitement des déchets http,2,fr
Meu Deus a Sandy no #encontro 😍😍😍😍😍😍😍,2,pt
poooooooorra Mirian deixa o cara abrir a panela  #MasterChefBR,0,pt
"boh, sono sola. che ho fatto di male per non essere ricordata e amata anch'io? perché non sono speciale?",0,it
Sandy mt maravilhosa socorro #Encontro,2,pt
stand der dinge: 10 hühner 1 hahn kein ei auslauf wird morgen fertig polly abgehört keinerlei atemgeräusch mehr,0,de
Dai un'occhiata alla mia auto in #CSRRacing per iPhone! Provalo GRATIS!http http,1,it
E adesso...si ride!!! Forza cuore impavido colpisci!!!!,2,it
"De Rossi believes Juventus may struggle to cope this season as he does not think they have adequately replaced Tevez, Pirlo or Vidal ",0,en
"#westwebfestival @user : ""écosystème #detox : aider les startups à se concentrer sur leur bizness, le reste on s'en occupe""",2,fr
"@user umm, shoot, ummm #DugMyOwnGrave. Lol.",2,de
@user what are you some stupid Twilight vampire? REAL ones don't go outside to tan. They sleep in complete darkness until the sun is down ,0,en
"RT : Le livre numérique, une révolution déjà bien engagée aux États-Unis - Le Figaro | @user http A quand pour nous ?",2,fr
Grazie @user ! Mantengo la promessa che ti ho fatto! ;),2,it
Vai conversar o #ConversaComBial  ❤❤,2,pt
Anyone interested in seeing Kenny Chester and Jason Aldean August 29th hmu my cousin has tickets she can't use ,1,en
@user Herzlichen #Follow Dank Klaus @user @user,2,de
"Manuel Carrasc  -Uno x Uno me gusta  -Vale -Ok -ta luego maricarmen  -no me gusta pero, vamos a decir que lo respeto  -me se canciones",1,es
It\u2019s the Saturday of a home football game aaaand I\u2019m in ISAT ... Cool. ,2,en
@user para presidente do Brasil!  #ConversaComBial #CarênciaPolítica,2,pt
"Tudo de Unicórnio, que lindoooo 🌈🌈 #MaisVocê",2,pt
mds tá muito acirrado tô nervougfj #MasterChefBR,0,pt
@user GENAU DAS SELBE DENK ICH MA AUCH haha bzw. solln in einen ladn gehn bei dem ma den namen aussprechn kann!!,0,de
@user tia eso es muy raro,0,es
"Gosto tanto a Michele,  mas ultimamente ela só tem ficado com os marromeno #MasterChefBR",0,pt
"""Today is My Birthday,the anniversary of the death of Elvis Presley and the birthday of Madonna,I wonder if I'll be famous...I=No Talent |="" ",0,en
@user If you were considering a tfr to Spurs would the rioting last night put you off? ,1,en
@user @user @user scritto è una cosa insensata.,0,it
"""US Open: Anderson ends Murray's hope, Federer, Wawrinka rolls on: New York, Sept 8 : Kevin Anderson, the world... ",1,en
"""As a huge John Cena fan, him beating Seth Rollins to win his 16th World Heavyweight Championship is just wrong. @user reconsider."" ",0,en
"Já pode mudar o nome do programa para "" Conversa com Ana Maria Braga "" 🤣🤣🤣#ConversaComBial #MaiaraeMaraisaNoBial começa logooo esse treeem",0,pt
La centrale hydroélectrique de Moukoukoulou et le réseau de transport Ht de la Bouenza seront révisés: CONGO... http,1,fr
#Portrait de la Chouette de Tengmalm-  Le journal de la Biodiversité http,1,fr
"@user Thanks for following us! We appreciate you being with us, and eager to share our passion for 3D printing with you ",2,en
@user @user las mismas y por idénticas razones que yo puedo tener,1,es
@user Dove investire nella formazione del paese: La “buona scuola” del Governo Renzi... http #economia #politica,1,it
Date é um upgrade do Crush #MasterChefBR,1,pt
@user ya lo sé  te tengo que contar mi vida que ahora hay muchas cosas nuevas y y y y,1,es
"Si Cofal o Zepol necesitan influenciadores en digital, hoy, después del pichazo que me pegué, yo podría ser uno.",0,es
Merkwürdiger Traum!,1,de
"[INFO] IGOT7, no hemos comprartido nada sobre los ISAC porque no esta permitido hacerlo hasta la emisión, haced lo mismo hasta entonces",0,es
Cara ri muito da cara da Aderlize  #MasterChefBR,1,pt
@user buongiorno stavo vedendo la mia connessione e viaggio a  1 mega  e mi va lentissima. Ma si può fare qualcosa?,0,it
"@user u can imagine what may happen if they allow the enemies to enter Madinah. Plus, they broke the covenant they had with Muslims"" ",0,en
#MakeitSimple #EvernoteWorld #Challenge,2,de
"#MasterChefBR preciso parar de assistir esse programa, a vontade de cursar gastronomia aumenta a cada ep",1,pt
@user mmmh.. va bene frà? io chiamo tutti così (es. monica -&gt; mò) #LOL,1,it
RT @user: 2012 war kein gutes Jahr für indische Tageszeitungen - Umsatzwachstum nur 7 statt der sonst üblichen 15 Prozent... http,0,de
"@user estate atento a nuestras redes sociales para estar informado de las fechas y sitios, y gracias por escribirnos",1,es
Pos yo tambien estoy triste,0,es
"No, @user : è la via che propone #Grillo per trasformare l'Italia in un regime peronista di stampo centroamericano. Il suo sogno.",0,it
"caro Mario Monti,se vai su e sistemi un pò di robe ricordati di mettere via I strada a senso unico e della nuova piscina alla Trave...",2,it
"Tá fácil ficar lendo essas coisas no trabalho, sobre o #VideoShowAoVivo com a @user",2,pt
"Wenn ich mrinen Freund nicht hätte, ne......R.I.P Caro.",0,de
"""@user: Die @user wurde geblitzdingst hihi ^^""eben nicht :)",2,de
NGO calls for 'safe exits' for Mosul's trapped ciivlians #ISIS ,1,en
Europäische App-Industrie: #Apps schaffen 800.000 Arbeitsplätze http,1,de
Soy una atrevida ay  todos me lo dicen,1,es
Nettoyage écologique pour pierres encrassées par la pollution Décap’Façades Guard Écologique http,2,fr
Ashley Tisdale gibt Verlobung mit Rocker-Freund bekannt - Ashley Tisdale bestätigte ihre Verlobung mit… http,1,de
"#MaisVoce @user 😍😍😍  Ana Maria Braga deita no chão ao vivo, enquanto um cara gostoso faz movimentos sensuais em cima dela 😂",2,pt
Tengo que hacer resumen de sociales de 5 temas y todos los ejercicios de 4 temas  Me suicido ya?,0,es
Marietta Slomka natürlich auch in schwarz-rot-gold. Kanzlerin wird sie wohl trozdem nicht. #wiegehts #wiebitte,1,de
Vital de trouver les solutions de croissance et financement de cette energie noble. http,2,fr
10/17 is today right? Yall know that means it's my boy Liam's 2nd birthday. Gotta blast the Bricksquad music for young BRICKSQUAD. ,2,en
@user yo solo las cucas,1,es
Le réchauffement climatique pourrait causer 250.000 décès chaque année &gt; http &lt; via @user #pollution #climat,1,fr
Te das cuenta que ya te va a venir la regla porque te estás empezando a poner bipolar y los antojos por comer dulces aumentaron,1,es
Legal o app falado no #conversacombial pena que tem que ter cel atual pra baixar 💔,1,pt
"@user te juro que no me acuerdo solo sé que alba hizo el vídeo inmitándole, no recuerdo absolutamente nada del original",0,es
"@user @user Ojalá, aunque la posibilidad es tan pequeña",1,es
@user mi invii il link della twittcam? &lt;3 grazie,1,it
@user besser wirds dadurch leider auch nicht ;-),1,de
@user o compra fundas de móvil transparentes y las pintas como una pokebola y hazes una pagina web donde las puedas vender,1,es
"RT @user: NSA-Kritiker Ilija Trojanow: ""Die Regierung verteidigt unsere Rechte nicht"" http",0,de
"Coloca esse frango no forno logo, @user. #masterchefbr",0,pt
Mirian ta tão queimada que nem tao dando mais tanto destaque pra ela #MasterchefBR,0,pt
@user ...okay.,0,de
"Montag morgen, schlimmer geht's nicht.",0,de
The best way to find Malaysia Airlines Flight MH370 may be with Michelle Obama's arms. ,0,en
#WIF - Mégasommet économique lundi prochain à @user  | http http via @user,1,fr
"I'm so excited to see the new iPhone release, even though it may be following a trend xD ",2,en
Esse Leonardo está chato demais #MasterChefBR,0,pt
Was haben kopflose Hühner &amp; gehälftete Kakerlaken miteinander zu tun? http #vsauce #youtube #fun #philosophie #gehirn,1,de
Que lindo esse poema para as mamãe. Chorei... #Encontro,2,pt
#videoshowaovivo Queremos ver a rotina(bastidores) acompanhando a @user ! @user @user @user Não é gente?,1,pt
Gen. Flynn alleged to have committed major breach of Pentagon security -  @user ,1,en
#chillen #mit #dem #besten #freizeitbad #Greifswald #FreizeitbadGreifswald #spaß #chillivanilli #hihi (: http,2,de
"@user @user @user @user I'm GOD'S Voice! God says:""EU was converted into SATANIC Unions by godless LIBERALS:Tusk ",0,en
Grazie mille grazie a chi ci sta vicino.#SwiftiesAreHereForDirectioners,2,it
"#PATRIMOINE • Le #fromage, espèce #menacée http via @user",0,fr
"In the 27th Williams vs. Williams match, Serena saved her best for last: ",2,en
"#TheNoite  o melhor quadro, Mestre mandou .",2,pt
"#Ecotaxe super leçon d'écologie ce renoncement,.. et 2 victoires en force celle des casseurs bretons et des routiers menaçants",2,fr
"Aahhh bueno, gracias a todos por sus buenas vibras, sí quede para el trabajo",1,es
"Este año promete estar lleno de cosas buenas , espero con ansias cumplir muchas metas , vencer miedos , conocer personas",2,es
"N'en déplaise à nos amis écologistes de la rue Mouffetard (avec des petites lunettes), les vendanges seront bonnes cette année !",2,fr
Ci sono ancora 11 giorni per partecipare #consultazione #labuonascuola http http,1,it
"RT @user: Achso! Erfolgsaufsichtsratschef Wowereit feuert #BER-Technikchef Ammann, Erfolgsmanager Mehdorn (DB AG, Air Berlin) baut …",2,de
"@user keine freunde haha:D handy zu weit weg,_.",2,de
Lo peor de mi cumple es que ese día empiezo mis clases de nuevo!!,0,es
"RT @user: Bufera Pdl, arrestato Vignali. Il pm: “Contattava Berlusconi grazie alla Macrì” - Il Fatto Quotidiano http",1,it
#MasterChefBR amanhã no YouTube vou dar mil replay no comentário do Valter kkkk,1,pt
A questo link trovate il Decreto legge sulle #liberalizzazioni varato dal Governo #Monti. http #liberalizzazioni #Monti,1,it
#Encontro na vdd quando as pessoas se apaixonam e só vai ver a idade depois ai isso não importa mais 😍,2,pt
@user Tell you at our Friday lunch<3 Sorry for the late reply but yes we can eat somewhere on Marshall tomorrow haha :D ,2,en
"Beh certo, tenere il cellulare al bar in tasca vicino alle parti intime ci salverà tutti dal tumore. Udine cell free http",0,it
#Deload phase 1 Day 7! #SHFAthlete #HTH (@ Grand Platinum Fitness) http,1,de
UCLA Study Shows Why One of the Biggest Obamacare Fears May Not Come To Pass - California Healthline ,1,en
Tengo muchas ganas de ver a Mario y lanzarme a él para abrazarle  quién iba a decir que echaría de menos que mi ex me tocara las narices,2,es
"Tão triste ter que assistir #masterchefbr só na quarta :(, não da nem pra acompanha a #",0,pt
Des #pneus recyclés pour produire... des #batteries lithium-ion http #energie #Environnement @user,2,fr
"@user que va tía, muchos son viejos de mi madre, otros del chino. Los que me encantan y me estoy comprando son los del Kiko",2,es
die Gen 6 pokemon sind die besten. nicht einmal gen 1 und gen 3 kommt daran,1,de
@user meine mutter würde niemals mit mir zu nem 1D konzert gehen -.-,0,de
"Mario Monti ha presentato il programma che ci aspettavamo: rigore, crescita, sviluppo economico e sociale.",2,it
"Carlos Alberto melhor pessoa, sou fã do pgm, fã dele como pessoa, do conhecimento, da humildade #TheNoite",2,pt
#ecologie Rencontre des amis de Silence http,1,fr
Meu prato hoje no #MasterChefBR seria fritar a sardinha e cortar um limão p colocar ao lado do prato. Só isso. Sardinha frita! Maravilha! rs,2,pt
"@user @user no estoy de acuerdo, las cicatrices siempre recuerdan dolor, sufrido o provocado",0,es
"""Bubble Tea Yogurmet, you'll love it, come to Miramar and starting next Saturday we will be open at Doral.10712 NW 74th St"" ",2,en
sto governo Monti ha già odore di fuffa.,0,it
@user @user purtroppo c'è gente che scrive solo x dimostrare che ha uno smartphone e quindi va bene qualunque cosa..purtroppo...,0,it
Fiuk lindo maravilhoso! #Maisvoce #Viva no viva !,2,pt
"RT @user: GOOOOOOOL, dal dischetto Tevez non sbaglia!!!  #FiorentinaJuve 1-0",2,it
Buenos días bbs qué tal yo mal,0,es
"""Tum Kya Samajhty Ho Choro Gay To Mar Jayen Gay hum,  .H!NA  1 Bat Kahun Tum Se Jee to wo b rahy he jin ko chora ta tere liye.  Sweet prince."" ",2,en
Não acredito que time azul perdeu 💔 #MasterChefBR,0,pt
Triste em ver o V.B. saindo 😭😭😭 #MasterChefBR,0,pt
Hey ho leute heute zuhause chillen und was geht bei euch ❤😊,2,de
D'ici 2050 l'énergie solaire pourrait devenir la première source d'électricité au monde http #Renouvelable #solaire #Green,1,fr
"A sardinha que ganhar, vai ser meu prato pós festa de amanhã #MasterChefBR",1,pt
Innovation : une cellule solaire capable de stocker son énergie  http @user #partenaire http,2,fr
@user me busca y listo,1,es
Ségolène #Royal: “Une parti des revenus de l’#écotaxe serait allée à une entreprise privée italienne”  #écologie #eelv super ta défense #nul,0,fr
Congratulations to the 2016 #NBAwards Winners. @user @user @user #DanielBorzutzky… ,2,en
Galinhada desconstruída = frango desfiado com arroz #MasterChefBR,1,pt
"Cuando tengo la luz prendida me da sueño , cuando la apago se me va el sueño",0,es
Per fare un Paese migliore CI VUOLE UNA SCUOLA MIGLIORE! #ForzaPlinio #ilfuturosiamonoi #labuonascuolasiamonoi... http,0,it
Wir nehmen dafür Elsass Lothringen zurück haben: Montag wird Hölle.,0,de
Draußen im regen und Tee trinken. Mir wird langsam wieder warm :),2,de
@user ya... hay gente que es capaz de hacer eso. Yo si me corazón me pide poner cara de seta. No soy capaz de sonreir,0,es
@user Why govt loosing sleep over Anna Hazare's fast. May be they don't want another Gandhi like figure. ,0,en
"@user @user - she's sounding like Pelosi, cuckoo, cuckoo, cuckoo... I wonder how much she's being paid to do this for Hillary ",0,en
Ô chef bão (pedreira mode ON) #MaisVoce,2,pt
@user Die gegenwärtig herrschende Gewalt ist m. E. sehr wohl ein Problem. Und vor allem wenig konstruktiv in der Sache. #lampedusahh,0,de
Idiot.HAHAHAHA AHAHAHAH OMG VERPISS DICH War kein Witz.,0,de
@user Donald Trump needs this idiot for his nomination to his cabinet what a joke ,0,en
Netter Vergleich eines neuen Android-Gerätes gegen ein altes iPhone 4S. And the winner is: kPhone 4s!!! http,2,de
We used see-think-wonder to help us investigate the UNCRC. This week is the 25th anniversary of the UNCRC.… ,2,en
Hoje ta tensão nível Hard no #MasterChefBR  😱😱😱😱😱😱,1,pt
"""Only saviour is it was """"against all odds"""" Now it's Katy Perry ... Monday morning getting worse"" ",0,en
"salir de trabajar, mirar un par de cosas del canal e irme al cine a ver mascotas con los amigos¡ planazo de sabado",2,es
Hije tem #MasterChefBR ai que tuuuuuudo,2,pt
Respeita que o cara é foda #TheNoite,2,pt
#MaisVoce NAO QUERO !,0,pt
"@user lo mismo puedo decir de tu fanart  y por cierto, tu cómic, muy divertido!",2,es
"@user @user Los de estos últimos 2 años son muy bonitos y no tyengo ninguno   Diego, podrías traerme algunos, ¿no?",1,es
#Planète. Pourquoi la «neige noire» du Groenland doit nous alarmer http  #Nature #pollution,0,fr
@user @user @user @user ils ont méprisé les groupes de citoyens écologistes http alors,0,fr
Empezamos con los 3 dias de festejos x mi cumple la noche promete..es q cumplir estos años bien vividos hay q celebrarlos como se debe,1,es
Tomorrow I am going to enjoy every second from the concert because I really have no idea when I am seeing The Vamps again ,2,en
Amazon OUTLET SCHUHE &amp; HANDTASCHEN jetzt stark reduziert http,1,de
Rick Perry has a great record of solving problems in the 12th largest economy worldwide.  Others have plans only ,2,en
Ma se il governo monti è ostaggio di una politica stantia e di una maggioranza trasversale di inette testedicazzo che cazzo ce sta a fa?,0,it
@user Ps que las exterminen. Por mi salud mental  (y pa que pueda dejar de hacer el ridículo por la calle jajajaj),0,es
"""#AFailedTextFromToday """"""""You going to Soundset?""""""""-Name Withheld. """"""""Uh, Soundset was last Sunday...."""""""" Ahahahaha"" ",0,en
i don't get how we can have so many cruel forms of animal testing yet even considering doing the same to humans is regarded as unethical ,0,en
"Là tout n'est qu'ordre et beauté, luxe calme et volupté ... http",2,fr
"Intanto Bersani dice che il Governo Monti non rappresenterebbe la sconfitta della politica ma o si va a messa, o si sta a casa #giaguari",0,it
"#Fettverbrennung TV Werbung Shot for Slim 14x60ml Ananas Abnehmen Diät Artischocke Schlank EUR 2,00 (3 Gebote) An http",1,de
"Voy con demasiados sueños locos. Y demasiados, siempre son pocos  #Yolo #mondaymotivation",2,es
Not macht würkli erfinderisch,2,de
Er schwärmt von seiner Ex – Darum bewundert Jamie Campbell Bower Lily Collins http,2,de
L'envers de la médaille des énergies vertes - http - Pieuvre.ca #Environnement #Énergie,1,fr
#biodiversité 46 espèces invasives menacent la biodiversité polynésienne http,0,fr
I told my dad I may vote for Bernie Sanders this election &amp; he's literally giving me the silent treatment LOL HEADASS #butthurtaf ,0,en
OMG. Who wants to go see Duelo with me this Friday!? ,1,en
"Tanto ritmo en el restaurant #DonMarcelo Si vienes a #Cusco, no olvides visitarlo @ Plaza de…",1,es
Upper Room (our Young Adult Ministry) is meeting this Sunday at 6pm @ the Otto's. Hang out with 20+ Young Adults... ,1,en
Esse Léo Regis é um gato.Senhoooooooooor multiplicaaaa hahahahahah #VideoShowAoVivo,2,pt
"@user 4 minutos... La única que hago, y va a ser rojo... ¿soy gafe?",0,es
KARAI CATRA VIRA MEU PAI MANO! #TheNoite #CatraNoTheNoite @user,2,pt
"vabbé, rispetto a Silvio Berlusconi il nuovo premier Mario Monti è un tipo molto freddo, ma adesso esagera...",0,it
"Il y a un bal parfumé dans ma chambre. J'ai mis à brûler quelques bâtonnets d'encens, histoire de planter mon écosystème d'ermite ...",2,fr
"@user fijo les llego el agua en la madrugada, pobres familias, ahí tanta finca que hay, seguro hasta las cosechas se perdieron",0,es
@user a dare un senso nel dare i punti fino alla 15^ posizione... Tutto qui...,1,it
@user Un caloroso benvenuto da tutti gli #idoneiconcorsone2012 sostenitori de #labuonascuola,2,it
Todos terminan aceptando que los mejores técnicos estuvieron del 2006 a 2011 la nueva ministra lo confirma,1,es
